sample_number,date_time,pressure,temperature
1473,1/27/2018 20:45,929.85,15.091
1474,1/27/2018 21:00,929.85,15.091
1475,1/27/2018 21:15,929.98,15.091
1476,1/27/2018 21:30,929.98,15.091
1477,1/27/2018 21:45,930.11,15.091
1478,1/27/2018 22:00,930.23,15.091
1479,1/27/2018 22:15,930.23,15.091
1480,1/27/2018 22:30,930.11,15.091
1481,1/27/2018 22:45,930.11,15.091
1482,1/27/2018 23:00,930.11,15.091
1483,1/27/2018 23:15,930.23,15.091
1484,1/27/2018 23:30,930.35,15.091
1485,1/27/2018 23:45,930.23,15.091
1486,1/28/2018 0:00,930.35,15.091
1487,1/28/2018 0:15,930.47,15.091
1488,1/28/2018 0:30,930.47,15.091
1489,1/28/2018 0:45,930.23,15.091
1490,1/28/2018 1:00,930.23,15.091
1491,1/28/2018 1:15,930.11,15.091
1492,1/28/2018 1:30,930.23,15.091
1493,1/28/2018 1:45,930.35,15.091
1494,1/28/2018 2:00,930.35,15.091
1495,1/28/2018 2:15,930.23,15.091
1496,1/28/2018 2:30,930.23,15.091
1497,1/28/2018 2:45,929.98,15.091
1498,1/28/2018 3:00,929.73,15.091
1499,1/28/2018 3:15,929.73,15.091
1500,1/28/2018 3:30,929.6,15.091
1501,1/28/2018 3:45,929.48,15.091
1502,1/28/2018 4:00,929.48,15.091
1503,1/28/2018 4:15,929.6,15.091
1504,1/28/2018 4:30,929.48,15.091
1505,1/28/2018 4:45,929.6,15.091
1506,1/28/2018 5:00,929.48,15.091
1507,1/28/2018 5:15,929.48,15.091
1508,1/28/2018 5:30,929.85,15.091
1509,1/28/2018 5:45,929.85,15.091
1510,1/28/2018 6:00,929.73,15.091
1511,1/28/2018 6:15,929.6,15.091
1512,1/28/2018 6:30,929.85,15.091
1513,1/28/2018 6:45,929.73,15.091
1514,1/28/2018 7:00,930.11,15.091
1515,1/28/2018 7:15,930.11,15.091
1516,1/28/2018 7:30,930.23,15.091
1517,1/28/2018 7:45,930.47,15.091
1518,1/28/2018 8:00,930.47,15.091
1519,1/28/2018 8:15,930.47,15.091
1520,1/28/2018 8:30,930.39,15.187
1521,1/28/2018 8:45,930.39,15.187
1522,1/28/2018 9:00,930.47,15.091
1523,1/28/2018 9:15,930.6,15.091
1524,1/28/2018 9:30,930.6,15.091
1525,1/28/2018 9:45,930.6,15.091
1526,1/28/2018 10:00,930.6,15.091
1527,1/28/2018 10:15,930.72,15.091
1528,1/28/2018 10:30,930.76,15.187
1529,1/28/2018 10:45,930.76,15.187
1530,1/28/2018 11:00,930.35,15.091
1531,1/28/2018 11:15,930.23,15.091
1532,1/28/2018 11:30,930.02,15.187
1533,1/28/2018 11:45,929.85,15.091
1534,1/28/2018 12:00,929.73,15.091
1535,1/28/2018 12:15,929.6,15.091
1536,1/28/2018 12:30,929.48,15.091
1537,1/28/2018 12:45,929.11,15.091
1538,1/28/2018 13:00,928.9,15.187
1539,1/28/2018 13:15,928.77,15.187
1540,1/28/2018 13:30,928.52,15.187
1541,1/28/2018 13:45,928.49,15.091
1542,1/28/2018 14:00,928.37,15.091
1543,1/28/2018 14:15,928.24,15.091
1544,1/28/2018 14:30,928.12,15.091
1545,1/28/2018 14:45,928.16,15.187
1546,1/28/2018 15:00,928.16,15.187
1547,1/28/2018 15:15,928.12,15.091
1548,1/28/2018 15:30,927.99,15.091
1549,1/28/2018 15:45,927.91,15.187
1550,1/28/2018 16:00,927.91,15.187
1551,1/28/2018 16:15,927.91,15.187
1552,1/28/2018 16:30,927.91,15.187
1553,1/28/2018 16:45,928.03,15.187
1554,1/28/2018 17:00,927.87,15.091
1555,1/28/2018 17:15,928.16,15.187
1556,1/28/2018 17:30,928.28,15.187
1557,1/28/2018 17:45,928.28,15.187
1558,1/28/2018 18:00,928.28,15.187
1559,1/28/2018 18:15,928.4,15.187
1560,1/28/2018 18:30,928.28,15.187
1561,1/28/2018 18:45,928.37,15.091
1562,1/28/2018 19:00,928.37,15.091
1563,1/28/2018 19:15,928.49,15.091
1564,1/28/2018 19:30,928.4,15.187
1565,1/28/2018 19:45,928.52,15.187
1566,1/28/2018 20:00,928.52,15.187
1567,1/28/2018 20:15,928.77,15.187
1568,1/28/2018 20:30,928.86,15.091
1569,1/28/2018 20:45,928.86,15.091
1570,1/28/2018 21:00,928.73,15.091
1571,1/28/2018 21:15,928.9,15.187
1572,1/28/2018 21:30,928.9,15.187
1573,1/28/2018 21:45,928.77,15.187
1574,1/28/2018 22:00,929.03,15.187
1575,1/28/2018 22:15,929.03,15.187
1576,1/28/2018 22:30,929.03,15.187
1577,1/28/2018 22:45,929.03,15.187
1578,1/28/2018 23:00,929.03,15.187
1579,1/28/2018 23:15,929.15,15.187
1580,1/28/2018 23:30,929.15,15.187
1581,1/28/2018 23:45,929.39,15.187
1582,1/29/2018 0:00,929.15,15.187
1583,1/29/2018 0:15,929.39,15.187
1584,1/29/2018 0:30,929.15,15.187
1585,1/29/2018 0:45,929.03,15.187
1586,1/29/2018 1:00,929.03,15.187
1587,1/29/2018 1:15,929.03,15.187
1588,1/29/2018 1:30,929.03,15.187
1589,1/29/2018 1:45,928.9,15.187
1590,1/29/2018 2:00,928.77,15.187
1591,1/29/2018 2:15,928.65,15.187
1592,1/29/2018 2:30,928.4,15.187
1593,1/29/2018 2:45,928.16,15.187
1594,1/29/2018 3:00,928.16,15.187
1595,1/29/2018 3:15,928.16,15.187
1596,1/29/2018 3:30,927.91,15.187
1597,1/29/2018 3:45,927.65,15.187
1598,1/29/2018 4:00,927.78,15.187
1599,1/29/2018 4:15,927.78,15.187
1600,1/29/2018 4:30,927.91,15.187
1601,1/29/2018 4:45,928.03,15.187
1602,1/29/2018 5:00,927.91,15.187
1603,1/29/2018 5:15,927.78,15.187
1604,1/29/2018 5:30,927.78,15.187
1605,1/29/2018 5:45,927.65,15.187
1606,1/29/2018 6:00,927.65,15.187
1607,1/29/2018 6:15,927.91,15.187
1608,1/29/2018 6:30,927.78,15.187
1609,1/29/2018 6:45,927.91,15.187
1610,1/29/2018 7:00,928.03,15.187
1611,1/29/2018 7:15,928.03,15.187
1612,1/29/2018 7:30,928.03,15.187
1613,1/29/2018 7:45,928.16,15.187
1614,1/29/2018 8:00,928.28,15.187
1615,1/29/2018 8:15,928.52,15.187
1616,1/29/2018 8:30,928.52,15.187
1617,1/29/2018 8:45,928.65,15.187
1618,1/29/2018 9:00,928.52,15.187
1619,1/29/2018 9:15,928.65,15.187
1620,1/29/2018 9:30,928.77,15.187
1621,1/29/2018 9:45,928.65,15.187
1622,1/29/2018 10:00,928.65,15.187
1623,1/29/2018 10:15,928.52,15.187
1624,1/29/2018 10:30,928.52,15.187
1625,1/29/2018 10:45,928.52,15.187
1626,1/29/2018 11:00,928.03,15.187
1627,1/29/2018 11:15,928.03,15.187
1628,1/29/2018 11:30,927.91,15.187
1629,1/29/2018 11:45,927.78,15.187
1630,1/29/2018 12:00,927.65,15.187
1631,1/29/2018 12:15,927.41,15.187
1632,1/29/2018 12:30,927.29,15.187
1633,1/29/2018 12:45,926.91,15.187
1634,1/29/2018 13:00,926.79,15.187
1635,1/29/2018 13:15,926.54,15.187
1636,1/29/2018 13:30,926.42,15.187
1637,1/29/2018 13:45,926.17,15.187
1638,1/29/2018 14:00,926.04,15.187
1639,1/29/2018 14:15,926.04,15.187
1640,1/29/2018 14:30,925.79,15.187
1641,1/29/2018 14:45,925.67,15.187
1642,1/29/2018 15:00,925.92,15.187
1643,1/29/2018 15:15,925.79,15.187
1644,1/29/2018 15:30,925.79,15.187
1645,1/29/2018 15:45,925.92,15.187
1646,1/29/2018 16:00,925.92,15.187
1647,1/29/2018 16:15,925.92,15.187
1648,1/29/2018 16:30,925.92,15.187
1649,1/29/2018 16:45,926.04,15.187
1650,1/29/2018 17:00,926.17,15.187
1651,1/29/2018 17:15,926.17,15.187
1652,1/29/2018 17:30,925.92,15.187
1653,1/29/2018 17:45,925.92,15.187
1654,1/29/2018 18:00,926.17,15.187
1655,1/29/2018 18:15,926.29,15.187
1656,1/29/2018 18:30,926.42,15.187
1657,1/29/2018 18:45,926.54,15.187
1658,1/29/2018 19:00,926.54,15.187
1659,1/29/2018 19:15,926.54,15.187
1660,1/29/2018 19:30,926.66,15.187
1661,1/29/2018 19:45,926.66,15.187
1662,1/29/2018 20:00,926.79,15.187
1663,1/29/2018 20:15,926.91,15.187
1664,1/29/2018 20:30,926.91,15.187
1665,1/29/2018 20:45,926.91,15.187
1666,1/29/2018 21:00,927.04,15.187
1667,1/29/2018 21:15,927.04,15.187
1668,1/29/2018 21:30,926.91,15.187
1669,1/29/2018 21:45,927.04,15.187
1670,1/29/2018 22:00,927.04,15.187
1671,1/29/2018 22:15,927.04,15.187
1672,1/29/2018 22:30,927.16,15.187
1673,1/29/2018 22:45,927.04,15.187
1674,1/29/2018 23:00,926.91,15.187
1675,1/29/2018 23:15,926.91,15.187
1676,1/29/2018 23:30,926.91,15.187
1677,1/29/2018 23:45,926.79,15.187
1678,1/30/2018 0:00,926.66,15.187
1679,1/30/2018 0:15,926.79,15.187
1680,1/30/2018 0:30,926.66,15.187
1681,1/30/2018 0:45,926.42,15.187
1682,1/30/2018 1:00,926.29,15.187
1683,1/30/2018 1:15,926.17,15.187
1684,1/30/2018 1:30,926.17,15.187
1685,1/30/2018 1:45,926.04,15.187
1686,1/30/2018 2:00,926.04,15.187
1687,1/30/2018 2:15,925.92,15.187
1688,1/30/2018 2:30,925.79,15.187
1689,1/30/2018 2:45,925.79,15.187
1690,1/30/2018 3:00,925.67,15.187
1691,1/30/2018 3:15,925.67,15.187
1692,1/30/2018 3:30,925.67,15.187
1693,1/30/2018 3:45,925.67,15.187
1694,1/30/2018 4:00,925.67,15.187
1695,1/30/2018 4:15,925.55,15.187
1696,1/30/2018 4:30,925.55,15.187
1697,1/30/2018 4:45,925.55,15.187
1698,1/30/2018 5:00,925.67,15.187
1699,1/30/2018 5:15,925.67,15.187
1700,1/30/2018 5:30,925.79,15.187
1701,1/30/2018 5:45,925.92,15.187
1702,1/30/2018 6:00,925.79,15.187
1703,1/30/2018 6:15,925.92,15.187
1704,1/30/2018 6:30,925.92,15.187
1705,1/30/2018 6:45,926.17,15.187
1706,1/30/2018 7:00,926.17,15.187
1707,1/30/2018 7:15,926.17,15.187
1708,1/30/2018 7:30,926.29,15.187
1709,1/30/2018 7:45,926.17,15.187
1710,1/30/2018 8:00,926.45,15.282
1711,1/30/2018 8:15,926.29,15.187
1712,1/30/2018 8:30,926.42,15.187
1713,1/30/2018 8:45,926.42,15.187
1714,1/30/2018 9:00,926.42,15.187
1715,1/30/2018 9:15,926.54,15.187
1716,1/30/2018 9:30,926.58,15.282
1717,1/30/2018 9:45,926.45,15.282
1718,1/30/2018 10:00,926.45,15.282
1719,1/30/2018 10:15,926.45,15.282
1720,1/30/2018 10:30,926.33,15.282
1721,1/30/2018 10:45,926.17,15.187
1722,1/30/2018 11:00,926.17,15.187
1723,1/30/2018 11:15,925.92,15.187
1724,1/30/2018 11:30,925.79,15.187
1725,1/30/2018 11:45,925.58,15.282
1726,1/30/2018 12:00,925.46,15.282
1727,1/30/2018 12:15,925.46,15.282
1728,1/30/2018 12:30,925.21,15.282
1729,1/30/2018 12:45,925.09,15.282
1730,1/30/2018 13:00,924.96,15.282
1731,1/30/2018 13:15,924.92,15.187
1732,1/30/2018 13:30,924.71,15.282
1733,1/30/2018 13:45,924.47,15.282
1734,1/30/2018 14:00,924.35,15.282
1735,1/30/2018 14:15,924.22,15.282
1736,1/30/2018 14:30,923.93,15.187
1737,1/30/2018 14:45,924.05,15.187
1738,1/30/2018 15:00,923.97,15.282
1739,1/30/2018 15:15,923.93,15.187
1740,1/30/2018 15:30,924.09,15.282
1741,1/30/2018 15:45,923.84,15.282
1742,1/30/2018 16:00,923.84,15.282
1743,1/30/2018 16:15,923.72,15.282
1744,1/30/2018 16:30,923.72,15.282
1745,1/30/2018 16:45,923.81,15.187
1746,1/30/2018 17:00,923.56,15.187
1747,1/30/2018 17:15,923.69,15.187
1748,1/30/2018 17:30,923.6,15.282
1749,1/30/2018 17:45,923.72,15.282
1750,1/30/2018 18:00,923.72,15.282
1751,1/30/2018 18:15,923.84,15.282
1752,1/30/2018 18:30,923.56,15.187
1753,1/30/2018 18:45,923.44,15.187
1754,1/30/2018 19:00,923.56,15.187
1755,1/30/2018 19:15,923.72,15.282
1756,1/30/2018 19:30,923.84,15.282
1757,1/30/2018 19:45,923.97,15.282
1758,1/30/2018 20:00,923.84,15.282
1759,1/30/2018 20:15,924.09,15.282
1760,1/30/2018 20:30,924.35,15.282
1761,1/30/2018 20:45,924.35,15.282
1762,1/30/2018 21:00,924.59,15.282
1763,1/30/2018 21:15,924.47,15.282
1764,1/30/2018 21:30,924.22,15.282
1765,1/30/2018 21:45,924.22,15.282
1766,1/30/2018 22:00,924.22,15.282
1767,1/30/2018 22:15,924.22,15.282
1768,1/30/2018 22:30,924.09,15.282
1769,1/30/2018 22:45,924.22,15.282
1770,1/30/2018 23:00,924.22,15.282
1771,1/30/2018 23:15,924.22,15.282
1772,1/30/2018 23:30,923.84,15.282
1773,1/30/2018 23:45,923.72,15.282
1774,1/31/2018 0:00,923.72,15.282
1775,1/31/2018 0:15,923.6,15.282
1776,1/31/2018 0:30,923.6,15.282
1777,1/31/2018 0:45,923.48,15.282
1778,1/31/2018 1:00,923.48,15.282
1779,1/31/2018 1:15,923.48,15.282
1780,1/31/2018 1:30,923.35,15.282
1781,1/31/2018 1:45,923.48,15.282
1782,1/31/2018 2:00,923.6,15.282
1783,1/31/2018 2:15,923.6,15.282
1784,1/31/2018 2:30,923.48,15.282
1785,1/31/2018 2:45,923.48,15.282
1786,1/31/2018 3:00,923.48,15.282
1787,1/31/2018 3:15,923.23,15.282
1788,1/31/2018 3:30,923.35,15.282
1789,1/31/2018 3:45,923.48,15.282
1790,1/31/2018 4:00,923.35,15.282
1791,1/31/2018 4:15,923.48,15.282
1792,1/31/2018 4:30,923.35,15.282
1793,1/31/2018 4:45,923.48,15.282
1794,1/31/2018 5:00,923.48,15.282
1795,1/31/2018 5:15,923.48,15.282
1796,1/31/2018 5:30,923.6,15.282
1797,1/31/2018 5:45,923.48,15.282
1798,1/31/2018 6:00,923.48,15.282
1799,1/31/2018 6:15,923.48,15.282
1800,1/31/2018 6:30,923.6,15.282
1801,1/31/2018 6:45,923.72,15.282
1802,1/31/2018 7:00,923.97,15.282
1803,1/31/2018 7:15,923.97,15.282
1804,1/31/2018 7:30,924.09,15.282
1805,1/31/2018 7:45,923.97,15.282
1806,1/31/2018 8:00,924.35,15.282
1807,1/31/2018 8:15,924.35,15.282
1808,1/31/2018 8:30,924.35,15.282
1809,1/31/2018 8:45,924.35,15.282
1810,1/31/2018 9:00,924.35,15.282
1811,1/31/2018 9:15,924.35,15.282
1812,1/31/2018 9:30,924.35,15.282
1813,1/31/2018 9:45,924.47,15.282
1814,1/31/2018 10:00,924.35,15.282
1815,1/31/2018 10:15,924.47,15.282
1816,1/31/2018 10:30,924.22,15.282
1817,1/31/2018 10:45,924.22,15.282
1818,1/31/2018 11:00,923.72,15.282
1819,1/31/2018 11:15,923.6,15.282
1820,1/31/2018 11:30,923.48,15.282
1821,1/31/2018 11:45,923.48,15.282
1822,1/31/2018 12:00,923.23,15.282
1823,1/31/2018 12:15,923.23,15.282
1824,1/31/2018 12:30,759.77,16.618
1825,1/31/2018 12:45,759.83,18.996
