Plot Title: 20036649 Audubon 01,,,
#,"Date Time, GMT-08:00","High Range, mS/cm (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 uS)","Temp, °C (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 oC)"
536,02/18/18 01:45:00 AM,20.4859,16.12
537,02/18/18 02:00:00 AM,20.4576,16.04
538,02/18/18 02:15:00 AM,20.3908,15.93
539,02/18/18 02:30:00 AM,20.4695,15.97
540,02/18/18 02:45:00 AM,20.4086,15.86
541,02/18/18 03:00:00 AM,20.4784,15.87
542,02/18/18 03:15:00 AM,20.3627,15.75
543,02/18/18 03:30:00 AM,20.2564,15.64
544,02/18/18 03:45:00 AM,20.2697,15.6
545,02/18/18 04:00:00 AM,20.2314,15.52
546,02/18/18 04:15:00 AM,20.2049,15.48
547,02/18/18 04:30:00 AM,20.1726,15.36
548,02/18/18 04:45:00 AM,20.1154,15.3
549,02/18/18 05:00:00 AM,20.1081,15.22
550,02/18/18 05:15:00 AM,19.9884,15.15
551,02/18/18 05:30:00 AM,20.0642,15.12
552,02/18/18 05:45:00 AM,19.8707,15.09
553,02/18/18 06:00:00 AM,19.9986,15.03
554,02/18/18 06:15:00 AM,19.8577,14.99
555,02/18/18 06:30:00 AM,19.9709,14.94
556,02/18/18 06:45:00 AM,19.8794,14.92
557,02/18/18 07:00:00 AM,19.8968,14.85
558,02/18/18 07:15:00 AM,19.9317,14.79
559,02/18/18 07:30:00 AM,19.9273,14.78
560,02/18/18 07:45:00 AM,19.8504,14.76
561,02/18/18 08:00:00 AM,19.8765,14.7
562,02/18/18 08:15:00 AM,19.8852,14.71
563,02/18/18 08:30:00 AM,19.8244,14.69
564,02/18/18 08:45:00 AM,19.8114,14.65
565,02/18/18 09:00:00 AM,19.9607,14.7
566,02/18/18 09:15:00 AM,19.8388,14.59
567,02/18/18 09:30:00 AM,19.5124,14.6
568,02/18/18 09:45:00 AM,19.9564,14.58
569,02/18/18 10:00:00 AM,19.9055,14.78
570,02/18/18 10:15:00 AM,19.862,14.59
571,02/18/18 10:30:00 AM,19.7926,14.53
572,02/18/18 10:45:00 AM,20.2461,14.92
573,02/18/18 11:00:00 AM,19.9215,14.56
574,02/18/18 11:15:00 AM,19.7204,14.32
575,02/18/18 11:30:00 AM,19.8359,14.71
576,02/18/18 11:45:00 AM,20.0205,15.68
577,02/18/18 12:00:00 PM,20.8867,16.93
578,02/18/18 12:15:00 PM,20.8216,16.16
579,02/18/18 12:30:00 PM,20.4531,15.67
580,02/18/18 12:45:00 PM,20.8897,16.64
581,02/18/18 01:00:00 PM,21.1888,17.53
582,02/18/18 01:15:00 PM,21.2658,17.64
583,02/18/18 01:30:00 PM,21.2088,17.87
584,02/18/18 01:45:00 PM,21.2951,17.79
585,02/18/18 02:00:00 PM,20.9033,17.6
586,02/18/18 02:15:00 PM,21.198,17.5
587,02/18/18 02:30:00 PM,20.961,17.5
588,02/18/18 02:45:00 PM,21.0876,17.48
589,02/18/18 03:00:00 PM,21.2042,17.56
590,02/18/18 03:15:00 PM,21.3168,17.68
591,02/18/18 03:30:00 PM,21.3493,17.77
592,02/18/18 03:45:00 PM,21.357,17.8
593,02/18/18 04:00:00 PM,21.3524,17.9
594,02/18/18 04:15:00 PM,21.3896,17.84
595,02/18/18 04:30:00 PM,21.3849,17.78
596,02/18/18 04:45:00 PM,21.3834,17.71
597,02/18/18 05:00:00 PM,21.2936,17.63
598,02/18/18 05:15:00 PM,21.3307,17.65
599,02/18/18 05:30:00 PM,21.178,17.67
600,02/18/18 05:45:00 PM,21.2982,17.72
601,02/18/18 06:00:00 PM,21.1934,17.57
602,02/18/18 06:15:00 PM,21.4533,17.8
603,02/18/18 06:30:00 PM,21.4549,17.72
604,02/18/18 06:45:00 PM,21.6395,18.14
605,02/18/18 07:00:00 PM,21.7957,18.62
606,02/18/18 07:15:00 PM,21.7404,18.39
607,02/18/18 07:30:00 PM,21.5987,18.06
608,02/18/18 07:45:00 PM,21.6144,18.15
609,02/18/18 08:00:00 PM,21.6112,18.07
610,02/18/18 08:15:00 PM,21.583,17.97
611,02/18/18 08:30:00 PM,21.5173,17.9
612,02/18/18 08:45:00 PM,21.5751,17.8
613,02/18/18 09:00:00 PM,21.472,17.64
614,02/18/18 09:15:00 PM,21.2627,17.37
615,02/18/18 09:30:00 PM,21.2812,17.29
616,02/18/18 09:45:00 PM,21.2273,17.22
617,02/18/18 10:00:00 PM,21.2303,17.21
618,02/18/18 10:15:00 PM,21.1949,17.15
619,02/18/18 10:30:00 PM,21.1121,16.94
620,02/18/18 10:45:00 PM,21.1397,16.87
621,02/18/18 11:00:00 PM,21.028,16.78
622,02/18/18 11:15:00 PM,21.0784,16.67
623,02/18/18 11:30:00 PM,21.0174,16.56
624,02/18/18 11:45:00 PM,20.9231,16.32
625,02/19/18 12:00:00 AM,20.8609,16.14
626,02/19/18 12:15:00 AM,20.8292,16.06
627,02/19/18 12:30:00 AM,20.7522,15.88
628,02/19/18 12:45:00 AM,20.6591,15.68
629,02/19/18 01:00:00 AM,20.6142,15.58
630,02/19/18 01:15:00 AM,20.5037,15.36
631,02/19/18 01:30:00 AM,20.529,15.42
632,02/19/18 01:45:00 AM,20.4368,15.28
633,02/19/18 02:00:00 AM,20.2711,15.06
634,02/19/18 02:15:00 AM,20.2594,14.83
635,02/19/18 02:30:00 AM,20.1917,14.66
636,02/19/18 02:45:00 AM,20.1359,14.53
637,02/19/18 03:00:00 AM,20.0657,14.38
638,02/19/18 03:15:00 AM,19.9928,14.22
639,02/19/18 03:30:00 AM,19.8475,13.88
640,02/19/18 03:45:00 AM,19.8316,13.77
641,02/19/18 04:00:00 AM,19.8359,13.83
642,02/19/18 04:15:00 AM,20.0423,13.98
643,02/19/18 04:30:00 AM,19.9767,13.8
644,02/19/18 04:45:00 AM,19.8403,13.56
645,02/19/18 05:00:00 AM,19.9782,13.6
646,02/19/18 05:15:00 AM,19.7608,13.36
647,02/19/18 05:30:00 AM,19.6888,13.13
648,02/19/18 05:45:00 AM,19.5839,12.78
649,02/19/18 06:00:00 AM,19.7608,12.81
650,02/19/18 06:15:00 AM,19.5567,12.44
651,02/19/18 06:30:00 AM,19.7521,12.56
652,02/19/18 06:45:00 AM,19.6499,12.32
653,02/19/18 07:00:00 AM,19.9447,12.62
654,02/19/18 07:15:00 AM,19.2593,11.72
655,02/19/18 07:30:00 AM,19.0478,11.36
656,02/19/18 07:45:00 AM,19.0394,11.28
657,02/19/18 08:00:00 AM,18.7934,10.93
658,02/19/18 08:15:00 AM,20.0847,12.6
659,02/19/18 08:30:00 AM,18.8366,10.92
660,02/19/18 08:45:00 AM,18.7114,10.72
661,02/19/18 09:00:00 AM,18.4146,10.31
662,02/19/18 09:15:00 AM,18.4187,10.26
663,02/19/18 09:30:00 AM,18.4462,10.34
664,02/19/18 09:45:00 AM,18.4847,10.36
665,02/19/18 10:00:00 AM,18.5274,10.42
666,02/19/18 10:15:00 AM,18.346,10.18
667,02/19/18 10:30:00 AM,18.6962,10.93
668,02/19/18 10:45:00 AM,19.0422,11.44
669,02/19/18 11:00:00 AM,19.3287,11.99
670,02/19/18 11:15:00 AM,19.2395,11.85
671,02/19/18 11:30:00 AM,19.2225,12
672,02/19/18 11:45:00 AM,19.5524,12.72
673,02/19/18 12:00:00 PM,19.7348,13.07
674,02/19/18 12:15:00 PM,19.8432,13.26
675,02/19/18 12:30:00 PM,19.9215,13.41
676,02/19/18 12:45:00 PM,19.9738,13.54
677,02/19/18 01:00:00 PM,20.0672,13.73
678,02/19/18 01:15:00 PM,20.1359,13.86
679,02/19/18 01:30:00 PM,20.544,14.73
680,02/19/18 01:45:00 PM,20.6831,15.01
681,02/19/18 02:00:00 PM,20.6501,14.93
682,02/19/18 02:15:00 PM,20.6651,14.98
683,02/19/18 02:30:00 PM,20.7191,15.06
684,02/19/18 02:45:00 PM,20.8141,15.29
685,02/19/18 03:00:00 PM,20.7658,15.19
686,02/19/18 03:15:00 PM,20.7522,15.12
687,02/19/18 03:30:00 PM,20.7914,15.2
688,02/19/18 03:45:00 PM,20.7372,15.14
689,02/19/18 04:00:00 PM,20.7733,15.18
690,02/19/18 04:15:00 PM,20.7839,15.13
691,02/19/18 04:30:00 PM,20.8095,15.15
692,02/19/18 04:45:00 PM,20.8156,15.12
693,02/19/18 05:00:00 PM,20.7854,15.04
694,02/19/18 05:15:00 PM,20.5082,14.85
695,02/19/18 05:30:00 PM,20.7387,14.84
696,02/19/18 05:45:00 PM,20.7056,14.75
697,02/19/18 06:00:00 PM,20.6471,14.59
698,02/19/18 06:15:00 PM,20.5768,14.48
699,02/19/18 06:30:00 PM,20.5395,14.39
700,02/19/18 06:45:00 PM,20.4695,14.24
701,02/19/18 07:00:00 PM,20.4695,14.24
702,02/19/18 07:15:00 PM,20.4368,14.17
703,02/19/18 07:30:00 PM,20.3686,14.05
704,02/19/18 07:45:00 PM,20.3243,13.94
705,02/19/18 08:00:00 PM,20.2653,13.77
706,02/19/18 08:15:00 PM,20.1844,13.56
707,02/19/18 08:30:00 PM,20.1521,13.43
708,02/19/18 08:45:00 PM,20.0774,13.25
709,02/19/18 09:00:00 PM,20.0234,13.1
710,02/19/18 09:15:00 PM,19.9346,12.97
711,02/19/18 09:30:00 PM,19.9738,12.95
712,02/19/18 09:45:00 PM,19.9636,12.92
713,02/19/18 10:00:00 PM,19.9404,12.96
714,02/19/18 10:15:00 PM,20.0686,13.02
715,02/19/18 10:30:00 PM,20.0205,12.95
716,02/19/18 10:45:00 PM,20.035,12.98
717,02/19/18 11:00:00 PM,19.984,12.87
718,02/19/18 11:15:00 PM,19.9215,12.79
719,02/19/18 11:30:00 PM,19.9113,12.77
720,02/19/18 11:45:00 PM,19.8997,12.8
721,02/20/18 12:00:00 AM,19.8085,12.73
722,02/20/18 12:15:00 AM,20.2741,12.88
723,02/20/18 12:30:00 AM,20.2181,12.9
724,02/20/18 12:45:00 AM,20.2977,12.93
725,02/20/18 01:00:00 AM,20.3139,12.85
726,02/20/18 01:15:00 AM,20.2167,12.73
727,02/20/18 01:30:00 AM,19.9462,12.55
728,02/20/18 01:45:00 AM,20.4368,12.79
729,02/20/18 02:00:00 AM,20.4814,12.86
730,02/20/18 02:15:00 AM,20.5186,12.98
731,02/20/18 02:30:00 AM,20.5007,12.87
732,02/20/18 02:45:00 AM,20.0292,12.33
733,02/20/18 03:00:00 AM,19.7075,11.98
734,02/20/18 03:15:00 AM,19.5453,11.8
735,02/20/18 03:30:00 AM,19.4781,11.75
736,02/20/18 03:45:00 AM,20.0701,12.28
737,02/20/18 04:00:00 AM,20.1037,12.36
738,02/20/18 04:15:00 AM,20.1858,12.43
739,02/20/18 04:30:00 AM,20.1374,12.36
740,02/20/18 04:45:00 AM,20.1008,12.29
741,02/20/18 05:00:00 AM,20.0613,12.22
742,02/20/18 05:15:00 AM,20,12.13
743,02/20/18 05:30:00 AM,19.9404,12.04
744,02/20/18 05:45:00 AM,19.936,12
745,02/20/18 06:00:00 AM,19.8983,11.9
746,02/20/18 06:15:00 AM,19.8606,11.84
747,02/20/18 06:30:00 AM,19.8316,11.79
748,02/20/18 06:45:00 AM,19.7767,11.68
749,02/20/18 07:00:00 AM,19.6227,11.6
750,02/20/18 07:15:00 AM,19.4638,11.22
751,02/20/18 07:30:00 AM,19.1083,10.75
752,02/20/18 07:45:00 AM,19.0352,10.56
753,02/20/18 08:00:00 AM,19.2183,10.77
754,02/20/18 08:15:00 AM,19.1111,10.63
755,02/20/18 08:30:00 AM,18.898,10.57
756,02/20/18 08:45:00 AM,19.0155,10.46
757,02/20/18 09:00:00 AM,19.0576,10.48
758,02/20/18 09:15:00 AM,19.0534,10.46
759,02/20/18 09:30:00 AM,18.9903,10.39
760,02/20/18 09:45:00 AM,19.306,11.06
761,02/20/18 10:00:00 AM,19.4126,11.24
762,02/20/18 10:15:00 AM,19.4254,11.31
763,02/20/18 10:30:00 AM,19.5496,11.59
764,02/20/18 10:45:00 AM,19.4596,11.59
765,02/20/18 11:00:00 AM,19.6686,11.74
766,02/20/18 11:15:00 AM,19.627,11.8
767,02/20/18 11:30:00 AM,19.551,11.72
768,02/20/18 11:45:00 AM,19.6155,11.68
769,02/20/18 12:00:00 PM,19.7031,11.83
770,02/20/18 12:15:00 PM,19.755,11.93
771,02/20/18 12:30:00 PM,19.7969,12.04
772,02/20/18 12:45:00 PM,19.8114,12.07
773,02/20/18 01:00:00 PM,19.7955,12.21
774,02/20/18 01:15:00 PM,19.9055,12.26
775,02/20/18 01:30:00 PM,19.9418,12.33
776,02/20/18 01:45:00 PM,19.9797,12.44
777,02/20/18 02:00:00 PM,20.0409,12.53
778,02/20/18 02:15:00 PM,20.0496,12.58
779,02/20/18 02:30:00 PM,20.0789,12.65
780,02/20/18 02:45:00 PM,20.0044,12.71
781,02/20/18 03:00:00 PM,20.1067,12.78
782,02/20/18 03:15:00 PM,20.1257,12.81
783,02/20/18 03:30:00 PM,20.1667,12.9
784,02/20/18 03:45:00 PM,20.1535,12.97
785,02/20/18 04:00:00 PM,20.2387,13.02
786,02/20/18 04:15:00 PM,20.1242,13.04
787,02/20/18 04:30:00 PM,20.311,13.16
788,02/20/18 04:45:00 PM,20.379,13.4
789,02/20/18 05:00:00 PM,20.4249,13.41
790,02/20/18 05:15:00 PM,20.3346,13.45
791,02/20/18 05:30:00 PM,20.3331,13.85
792,02/20/18 05:45:00 PM,20.3953,14.2
793,02/20/18 06:00:00 PM,20.311,14.03
794,02/20/18 06:15:00 PM,20.3805,13.92
795,02/20/18 06:30:00 PM,20.5097,13.72
796,02/20/18 06:45:00 PM,20.5141,13.69
797,02/20/18 07:00:00 PM,20.529,13.73
798,02/20/18 07:15:00 PM,20.4517,13.73
799,02/20/18 07:30:00 PM,20.4205,13.71
800,02/20/18 07:45:00 PM,20.5171,13.66
801,02/20/18 08:00:00 PM,20.4963,13.6
802,02/20/18 08:15:00 PM,20.4873,13.55
803,02/20/18 08:30:00 PM,20.4175,13.27
804,02/20/18 08:45:00 PM,20.419,13.27
805,02/20/18 09:00:00 PM,20.3435,13.22
806,02/20/18 09:15:00 PM,20.4442,13.38
807,02/20/18 09:30:00 PM,20.4249,13.33
808,02/20/18 09:45:00 PM,20.3376,13.35
809,02/20/18 10:00:00 PM,20.308,13.31
810,02/20/18 10:15:00 PM,20.3006,13.28
811,02/20/18 10:30:00 PM,20.3731,13.27
812,02/20/18 10:45:00 PM,20.3509,13.25
813,02/20/18 11:00:00 PM,20.3198,13.2
814,02/20/18 11:15:00 PM,20.3184,13.16
815,02/20/18 11:30:00 PM,20.2756,13.09
816,02/20/18 11:45:00 PM,20.2446,13.01
817,02/21/18 12:00:00 AM,20.1052,12.86
818,02/21/18 12:15:00 AM,19.8707,12.81
819,02/21/18 12:30:00 AM,19.9302,12.73
820,02/21/18 12:45:00 AM,19.9375,12.71
821,02/21/18 01:00:00 AM,19.8983,12.59
822,02/21/18 01:15:00 AM,20.0409,12.68
823,02/21/18 01:30:00 AM,20.0117,12.7
824,02/21/18 01:45:00 AM,19.9986,12.7
825,02/21/18 02:00:00 AM,20.092,12.64
826,02/21/18 02:15:00 AM,19.9273,12.26
827,02/21/18 02:30:00 AM,19.7882,12
828,02/21/18 02:45:00 AM,19.7449,11.92
829,02/21/18 03:00:00 AM,19.7248,11.88
830,02/21/18 03:15:00 AM,19.7291,11.88
831,02/21/18 03:30:00 AM,19.7132,11.87
832,02/21/18 03:45:00 AM,19.7796,11.99
833,02/21/18 04:00:00 AM,19.7536,11.96
834,02/21/18 04:15:00 AM,19.7449,11.92
835,02/21/18 04:30:00 AM,19.6888,11.82
836,02/21/18 04:45:00 AM,19.6586,11.75
837,02/21/18 05:00:00 AM,19.6442,11.7
838,02/21/18 05:15:00 AM,19.6298,11.66
839,02/21/18 05:30:00 AM,19.5983,11.62
840,02/21/18 05:45:00 AM,19.5539,11.52
841,02/21/18 06:00:00 AM,19.4638,11.47
842,02/21/18 06:15:00 AM,19.5152,11.45
843,02/21/18 06:30:00 AM,19.4995,11.39
844,02/21/18 06:45:00 AM,19.491,11.35
845,02/21/18 07:00:00 AM,19.4596,11.3
846,02/21/18 07:15:00 AM,19.3585,11.27
847,02/21/18 07:30:00 AM,19.4168,11.24
848,02/21/18 07:45:00 AM,19.4339,11.23
849,02/21/18 08:00:00 AM,19.4126,11.19
850,02/21/18 08:15:00 AM,19.4054,11.15
851,02/21/18 08:30:00 AM,19.3898,11.1
852,02/21/18 08:45:00 AM,19.3486,11.05
853,02/21/18 09:00:00 AM,19.3046,10.95
854,02/21/18 09:15:00 AM,19.3287,10.92
855,02/21/18 09:30:00 AM,19.2678,10.83
856,02/21/18 09:45:00 AM,19.2678,10.82
857,02/21/18 10:00:00 AM,19.3202,11
858,02/21/18 10:15:00 AM,19.5481,11.4
859,02/21/18 10:30:00 AM,19.6758,11.58
860,02/21/18 10:45:00 AM,19.768,11.75
861,02/21/18 11:00:00 AM,19.8809,11.88
862,02/21/18 11:15:00 AM,19.8128,11.87
863,02/21/18 11:30:00 AM,19.8751,11.88
864,02/21/18 11:45:00 AM,19.9012,11.95
865,02/21/18 12:00:00 PM,19.9346,11.97
866,02/21/18 12:15:00 PM,19.755,12.08
867,02/21/18 12:30:00 PM,19.7955,12.18
868,02/21/18 12:45:00 PM,20.1932,12.38
869,02/21/18 01:00:00 PM,20.1682,12.38
870,02/21/18 01:15:00 PM,20.1315,12.37
871,02/21/18 01:30:00 PM,20.1902,12.52
872,02/21/18 01:45:00 PM,20.3553,12.86
873,02/21/18 02:00:00 PM,20.4324,13.1
874,02/21/18 02:15:00 PM,20.4383,13.07
875,02/21/18 02:30:00 PM,20.5275,13.17
876,02/21/18 02:45:00 PM,20.5828,13.34
877,02/21/18 03:00:00 PM,20.4442,13.57
878,02/21/18 03:15:00 PM,20.6831,13.57
879,02/21/18 03:30:00 PM,20.6801,13.53
880,02/21/18 03:45:00 PM,20.811,13.77
881,02/21/18 04:00:00 PM,20.8564,13.86
882,02/21/18 04:15:00 PM,20.864,13.91
883,02/21/18 04:30:00 PM,20.8549,13.86
884,02/21/18 04:45:00 PM,20.9762,14.21
885,02/21/18 05:00:00 PM,21.025,14.33
886,02/21/18 05:15:00 PM,21.0097,14.24
887,02/21/18 05:30:00 PM,21.0219,14.3
888,02/21/18 05:45:00 PM,20.914,14.02
889,02/21/18 06:00:00 PM,21.1504,14.55
890,02/21/18 06:15:00 PM,21.2411,14.79
891,02/21/18 06:30:00 PM,21.1412,14.59
892,02/21/18 06:45:00 PM,21.0693,14.45
893,02/21/18 07:00:00 PM,21.0311,14.36
894,02/21/18 07:15:00 PM,20.9869,14.3
895,02/21/18 07:30:00 PM,21.0174,14.16
896,02/21/18 07:45:00 PM,20.9641,13.98
897,02/21/18 08:00:00 PM,20.958,13.94
898,02/21/18 08:15:00 PM,20.8836,13.86
899,02/21/18 08:30:00 PM,20.8836,13.78
900,02/21/18 08:45:00 PM,21.0128,13.73
901,02/21/18 09:00:00 PM,20.9899,13.66
902,02/21/18 09:15:00 PM,20.9626,13.64
903,02/21/18 09:30:00 PM,20.8806,13.51
904,02/21/18 09:45:00 PM,20.6366,13.45
905,02/21/18 10:00:00 PM,20.8806,13.42
906,02/21/18 10:15:00 PM,20.9428,13.35
907,02/21/18 10:30:00 PM,20.958,13.33
908,02/21/18 10:45:00 PM,20.955,13.26
909,02/21/18 11:00:00 PM,20.8791,13.19
910,02/21/18 11:15:00 PM,20.4784,13.01
911,02/21/18 11:30:00 PM,20.6441,12.98
912,02/21/18 11:45:00 PM,20.6801,12.94
913,02/22/18 12:00:00 AM,21.0952,12.97
914,02/22/18 12:15:00 AM,21.0494,12.89
915,02/22/18 12:30:00 AM,21.0647,12.78
916,02/22/18 12:45:00 AM,21.2042,12.8
917,02/22/18 01:00:00 AM,20.9915,12.73
918,02/22/18 01:15:00 AM,21.1167,12.78
919,02/22/18 01:30:00 AM,21.0922,12.79
920,02/22/18 01:45:00 AM,21.0555,12.72
921,02/22/18 02:00:00 AM,21.08,12.72
922,02/22/18 02:15:00 AM,21.0174,12.64
923,02/22/18 02:30:00 AM,20.9839,12.65
924,02/22/18 02:45:00 AM,20.9352,12.62
925,02/22/18 03:00:00 AM,21.0052,12.74
926,02/22/18 03:15:00 AM,20.8443,12.53
927,02/22/18 03:30:00 AM,20.7809,12.47
928,02/22/18 03:45:00 AM,20.6696,12.49
929,02/22/18 04:00:00 AM,20.6981,12.37
930,02/22/18 04:15:00 AM,20.6456,12.3
931,02/22/18 04:30:00 AM,20.5544,12.28
932,02/22/18 04:45:00 AM,20.5037,12.2
933,02/22/18 05:00:00 AM,20.6351,12.27
934,02/22/18 05:15:00 AM,20.2682,12.07
935,02/22/18 05:30:00 AM,20.4695,12.05
936,02/22/18 05:45:00 AM,20.2343,11.84
937,02/22/18 06:00:00 AM,20.2432,11.79
938,02/22/18 06:15:00 AM,20.155,11.64
939,02/22/18 06:30:00 AM,19.7709,11.22
940,02/22/18 06:45:00 AM,19.6758,11.04
941,02/22/18 07:00:00 AM,19.4981,10.78
942,02/22/18 07:15:00 AM,19.3472,10.6
943,02/22/18 07:30:00 AM,19.35,10.54
944,02/22/18 07:45:00 AM,19.333,10.53
945,02/22/18 08:00:00 AM,19.1209,10.49
946,02/22/18 08:15:00 AM,19.3202,10.46
947,02/22/18 08:30:00 AM,19.3557,10.53
948,02/22/18 08:45:00 AM,19.3315,10.53
949,02/22/18 09:00:00 AM,19.3543,10.51
950,02/22/18 09:15:00 AM,19.4938,10.71
951,02/22/18 09:30:00 AM,19.6198,10.97
952,02/22/18 09:45:00 AM,19.6054,10.95
953,02/22/18 10:00:00 AM,19.7449,11.17
954,02/22/18 10:15:00 AM,19.5496,11.45
955,02/22/18 10:30:00 AM,19.9549,11.62
956,02/22/18 10:45:00 AM,20.0511,11.76
957,02/22/18 11:00:00 AM,20.0803,11.81
958,02/22/18 11:15:00 AM,20.1374,11.88
959,02/22/18 11:30:00 AM,20.1873,11.99
960,02/22/18 11:45:00 AM,20.3479,12.21
961,02/22/18 12:00:00 PM,20.4546,12.34
962,02/22/18 12:15:00 PM,20.5171,12.47
963,02/22/18 12:30:00 PM,20.6052,12.59
964,02/22/18 12:45:00 PM,20.6172,12.64
965,02/22/18 01:00:00 PM,20.7161,12.92
966,02/22/18 01:15:00 PM,20.7357,12.95
967,02/22/18 01:30:00 PM,20.7854,13.41
968,02/22/18 01:45:00 PM,20.9732,13.71
969,02/22/18 02:00:00 PM,21.2565,14.17
970,02/22/18 02:15:00 PM,21.3539,14.36
971,02/22/18 02:30:00 PM,21.8735,15.67
972,02/22/18 02:45:00 PM,21.9054,15.63
973,02/22/18 03:00:00 PM,21.6993,15.53
974,02/22/18 03:15:00 PM,21.9852,15.82
975,02/22/18 03:30:00 PM,21.966,15.87
976,02/22/18 03:45:00 PM,21.9389,15.69
977,02/22/18 04:00:00 PM,21.9341,15.69
978,02/22/18 04:15:00 PM,22.051,15.97
979,02/22/18 04:30:00 PM,21.9676,15.84
980,02/22/18 04:45:00 PM,21.9341,15.69
981,02/22/18 05:00:00 PM,21.8879,15.61
982,02/22/18 05:15:00 PM,21.8497,15.5
983,02/22/18 05:30:00 PM,21.8402,15.5
984,02/22/18 05:45:00 PM,21.7625,15.35
985,02/22/18 06:00:00 PM,21.7088,15.21
986,02/22/18 06:15:00 PM,21.693,15.09
987,02/22/18 06:30:00 PM,21.6536,14.97
988,02/22/18 06:45:00 PM,21.5704,14.76
989,02/22/18 07:00:00 PM,21.4829,14.63
990,02/22/18 07:15:00 PM,21.4362,14.54
991,02/22/18 07:30:00 PM,21.4315,14.44
992,02/22/18 07:45:00 PM,21.3214,14.3
993,02/22/18 08:00:00 PM,21.2119,14.08
994,02/22/18 08:15:00 PM,21.1919,14.01
995,02/22/18 08:30:00 PM,21.1366,13.91
996,02/22/18 08:45:00 PM,21.1351,13.88
997,02/22/18 09:00:00 PM,21.1535,13.9
998,02/22/18 09:15:00 PM,21.1197,13.79
999,02/22/18 09:30:00 PM,21.0128,13.61
1000,02/22/18 09:45:00 PM,20.9915,13.55
1001,02/22/18 10:00:00 PM,20.9915,13.51
1002,02/22/18 10:15:00 PM,20.9656,13.43
1003,02/22/18 10:30:00 PM,20.8821,13.28
1004,02/22/18 10:45:00 PM,20.8579,13.26
1005,02/22/18 11:00:00 PM,20.8443,13.19
1006,02/22/18 11:15:00 PM,20.8156,13.12
1007,02/22/18 11:30:00 PM,20.7553,13.07
1008,02/22/18 11:45:00 PM,20.7583,12.97
1009,02/23/18 12:00:00 AM,20.7703,12.96
1010,02/23/18 12:15:00 AM,20.7252,12.89
1011,02/23/18 12:30:00 AM,20.6846,12.82
1012,02/23/18 12:45:00 AM,20.6142,12.68
1013,02/23/18 01:00:00 AM,20.6052,12.63
1014,02/23/18 01:15:00 AM,20.5425,12.51
1015,02/23/18 01:30:00 AM,20.5305,12.49
1016,02/23/18 01:45:00 AM,20.4695,12.37
1017,02/23/18 02:00:00 AM,20.4027,12.29
1018,02/23/18 02:15:00 AM,20.3879,12.23
1019,02/23/18 02:30:00 AM,20.3716,12.15
1020,02/23/18 02:45:00 AM,20.3583,12.11
1021,02/23/18 03:00:00 AM,20.376,12.14
1022,02/23/18 03:15:00 AM,20.2962,11.98
1023,02/23/18 03:30:00 AM,20.2697,11.89
1024,02/23/18 03:45:00 AM,20.0891,11.64
1025,02/23/18 04:00:00 AM,19.9259,11.22
1026,02/23/18 04:15:00 AM,19.8707,11.02
1027,02/23/18 04:30:00 AM,19.6801,10.65
1028,02/23/18 04:45:00 AM,19.6471,10.56
1029,02/23/18 05:00:00 AM,19.5796,10.42
1030,02/23/18 05:15:00 AM,19.5138,10.3
1031,02/23/18 05:30:00 AM,19.4254,10.12
1032,02/23/18 05:45:00 AM,19.3145,9.88
1033,02/23/18 06:00:00 AM,19.3117,9.84
1034,02/23/18 06:15:00 AM,19.1463,9.52
1035,02/23/18 06:30:00 AM,19.0296,9.29
1036,02/23/18 06:45:00 AM,19.9651,10.26
1037,02/23/18 07:00:00 AM,20.0686,10.51
1038,02/23/18 07:15:00 AM,19.1477,9.31
1039,02/23/18 07:30:00 AM,19.627,9.8
1040,02/23/18 07:45:00 AM,19.6384,9.8
1041,02/23/18 08:00:00 AM,19.8012,10.08
1042,02/23/18 08:15:00 AM,19.0647,8.96
1043,02/23/18 08:30:00 AM,19.1266,8.95
1044,02/23/18 08:45:00 AM,19.1294,8.95
1045,02/23/18 09:00:00 AM,18.9329,8.68
1046,02/23/18 09:15:00 AM,18.9287,8.71
1047,02/23/18 09:30:00 AM,19.1815,9.11
1048,02/23/18 09:45:00 AM,19.1759,9.13
1049,02/23/18 10:00:00 AM,19.2805,9.31
1050,02/23/18 10:15:00 AM,18.5385,8.39
1051,02/23/18 10:30:00 AM,18.7586,8.83
1052,02/23/18 10:45:00 AM,19.2465,9.55
1053,02/23/18 11:00:00 AM,19.1632,9.47
1054,02/23/18 11:15:00 AM,19.781,10.39
1055,02/23/18 11:30:00 AM,19.5782,10.39
1056,02/23/18 11:45:00 AM,19.604,10.7
1057,02/23/18 12:00:00 PM,19.984,11.17
1058,02/23/18 12:15:00 PM,20.0774,11.42
1059,02/23/18 12:30:00 PM,20.3169,11.95
1060,02/23/18 12:45:00 PM,20.2653,11.91
1061,02/23/18 01:00:00 PM,20.3125,11.81
1062,02/23/18 01:15:00 PM,20.5365,12.05
1063,02/23/18 01:30:00 PM,21.2534,13.86
1064,02/23/18 01:45:00 PM,20.9276,12.6
1065,02/23/18 02:00:00 PM,20.9489,12.75
1066,02/23/18 02:15:00 PM,21.0968,13.02
1067,02/23/18 02:30:00 PM,21.175,13.93
1068,02/23/18 02:45:00 PM,21.6474,14.47
